#{"t_start": 1782657562.9795768, "env_id": "LunarLander-v3"}
r,l,t
-35.398113,81,0.015872
-328.917645,59,0.049816
-422.253162,85,0.099594
-146.675744,62,0.161963
-135.636095,108,0.236781
-319.614864,118,0.365964
-498.409541,141,0.464456
-406.43969,112,0.565833
-163.837112,70,0.617519
-171.788508,102,0.718426
6.351297,71,0.766247
-394.057405,68,0.839717
-129.284109,84,0.92022
-50.28304,87,0.978083
-82.706084,76,1.032611
-278.741842,76,1.126027
-151.525105,80,1.182644
-398.088125,111,1.282193
-263.115033,99,1.369241
-193.738206,71,1.432448
-215.562206,70,1.482497
-114.227326,56,1.53144
-85.466548,57,1.58593
-268.976196,70,1.635081
-141.43354,84,1.726554
-74.90716,75,1.782516
-261.375579,102,1.882553
-205.730955,63,1.949239
-215.620832,79,2.023616
-268.736912,59,2.065887
-177.011336,107,2.165805
-445.844318,86,2.236037
-319.145181,69,2.299152
-313.172621,84,2.382696
-257.464918,74,2.432591
-349.092911,98,2.532591
-345.833682,82,2.582628
-255.936234,74,2.615813
-153.632901,68,2.669778
-222.736771,99,2.768109
-322.864032,89,2.849613
-247.111041,85,2.932608
9.25121,102,2.982469
-479.935522,90,3.032658
-258.678011,119,3.132662
-383.180809,82,3.199324
-424.019663,84,3.266128
-345.147089,85,3.364545
-235.702912,78,3.402767
-313.024847,69,3.449336
-154.766115,112,3.516107
-276.013514,126,3.632403
-184.238795,82,3.703481
-181.297026,76,3.788582
-167.496413,92,3.882485
-397.729223,113,3.966026
-333.547853,107,4.059963
-485.974484,104,4.154724
-143.469183,63,4.182573
-89.849132,66,4.232178
-416.2071,98,4.315799
-399.505855,73,4.365873
-587.559382,105,4.426233
-334.109367,89,4.499278
-495.528283,112,4.599573
0.065982,74,4.669172
-101.85493,71,4.699306
-170.415852,89,4.808038
-252.861623,128,4.915779
-397.22588,121,5.003471
-366.881872,84,5.053521
-88.027889,96,5.115962
-107.620006,91,5.223674
-173.765701,106,5.319392
-25.206098,72,5.366012
-188.225588,70,5.436641
-354.206505,86,5.499309
-449.0766,104,5.565952
-292.639978,78,5.649057
-206.447943,105,5.72643
-367.769132,108,5.782995
-267.034088,110,5.865906
-366.491343,86,5.949374
-128.417956,71,6.015941
-487.249705,82,6.099473
17.752056,97,6.166266
-287.49331,86,6.249099
-418.125076,80,6.31584
-386.619876,113,6.415831
-443.566927,118,6.50264
-119.659861,99,6.600778
-390.706948,89,6.691969
-265.016653,99,6.790052
-277.319002,71,6.849303
-243.746313,109,6.944422
-243.187977,100,7.015794
-376.345418,118,7.107062
-144.374925,113,7.191952
-89.623177,97,7.283978
-236.132307,105,7.384179
-86.69013,66,7.438612
-343.616684,118,7.544564
-424.444422,83,7.598772
-180.271797,74,7.679501
-44.864559,74,7.715918
-352.22943,121,7.832609
-479.359953,97,7.932516
-168.496292,86,7.999202
-115.390268,102,8.102443
-205.230652,77,8.165981
-377.173224,129,8.265945
-249.850069,97,9.349879
-401.692024,110,9.449724
-243.906705,83,9.50819
-82.355983,80,9.587313
-99.171509,64,9.633133
-167.721002,83,9.705282
-255.513023,105,9.799276
-154.51551,69,9.849204
-423.303721,103,9.949293
-388.722791,113,10.066372
-350.072683,118,10.149382
-118.553683,64,10.199158
-167.508179,61,10.249107
-271.024688,76,10.336004
-183.045584,112,10.435219
-168.021513,80,10.479457
-135.966773,87,10.549915
-69.326989,71,10.620497
-73.138489,147,10.749218
-298.424662,94,10.849196
-97.465037,102,10.932531
-209.249799,106,10.999167
-562.974187,92,11.098786
-161.740717,73,11.149358
-318.703497,87,11.234552
-326.631531,95,11.315826
-161.604044,103,11.397352
-321.763841,65,11.432941
-214.136931,117,11.488757
-229.048256,75,11.532612
-108.593041,79,11.618977
-297.089674,81,11.665878
-195.646111,114,11.782647
-15.170583,114,11.835169
-224.730891,80,11.899313
-435.568748,108,11.982634
-62.630365,74,12.053896
-75.95161,124,12.165874
-243.118754,81,12.215921
-137.181248,59,12.249133
-420.530316,81,12.299146
-123.44178,62,12.332677
-239.950902,104,12.432573
-322.402802,100,12.536458
-322.536727,116,12.64921
-379.385738,99,12.715943
-382.33041,106,12.78271
-301.088694,108,12.889625
-326.227053,59,12.915854
-254.391281,76,13.002845
-85.307373,66,13.049161
-215.729906,85,13.115907
-472.007093,114,13.231792
-382.744881,98,13.319507
-417.157519,105,13.419272
-120.670189,94,13.499492
-31.049149,116,13.616115
-154.660466,77,13.666012
-249.30916,94,13.782572
-153.959211,106,13.890355
-360.214622,105,13.982714
-440.851407,89,14.082091
-73.493493,59,14.120209
-124.749791,80,14.182482
-210.056643,97,14.268531
-412.275834,85,14.348035
-57.979485,98,14.416085
-174.659546,125,14.549096
-125.664127,73,14.615904
-128.304038,73,14.64956
-111.68474,130,14.778729
-163.399995,82,14.847994
-63.745943,66,14.915865
-348.40632,85,14.949152
-78.971956,58,15.019345
-72.106273,73,15.082772
-408.199055,110,15.187407
