#{"t_start": 1782738447.0828736, "env_id": "LunarLander-v3"}
r,l,t
-208.601563,74,0.018006
-168.918998,111,0.083943
-125.630559,101,0.142953
-210.536116,95,0.199879
-267.589584,94,0.279825
-97.139702,56,0.298941
-103.751233,73,0.336303
-124.634653,87,0.398828
-294.43999,97,0.461565
-84.306557,59,0.491933
-152.412685,65,0.53852
-78.464812,76,0.593948
-80.37332,57,0.62501
-116.204946,64,0.651302
-430.439589,86,0.70095
-431.473665,99,0.779037
-85.983947,82,0.798781
-117.952425,66,0.847556
-101.228759,131,0.936592
-85.400839,83,0.991733
-503.942179,109,1.04909
-122.139136,78,1.099003
-140.956275,76,1.152014
-125.039615,119,1.24057
-105.206475,64,1.2918
-117.780888,128,1.398932
-351.430959,106,1.467801
-212.215391,89,1.499434
-130.529512,71,1.552445
-261.704753,80,1.617867
-139.776694,75,1.652622
-133.325178,81,1.69958
-315.642129,98,1.749024
-262.620589,117,1.82984
-79.749313,66,1.870891
-249.796963,102,1.923091
-201.571504,111,2.001717
-247.324086,59,2.042651
-146.331985,96,2.108596
-103.080751,106,2.190881
-73.258721,66,2.242427
-233.908093,111,2.298994
-313.981934,99,2.375225
-171.081601,120,2.468884
-186.900876,67,2.501018
-331.067641,81,2.548796
-76.215104,90,2.621983
-457.597367,110,2.670125
-145.273951,119,2.753714
-70.236658,104,2.812275
-131.259628,69,2.849014
-259.464911,87,2.91912
-126.094954,72,2.953876
-83.381273,58,2.982984
-108.145428,71,3.013067
-116.349853,101,3.076815
-196.531696,114,3.173131
-92.541079,66,3.218305
-59.625992,108,3.277907
-158.483096,94,3.354662
-296.915526,114,3.404044
-116.110537,77,3.470993
-184.495651,81,3.527836
-249.564467,107,3.578939
-269.364931,94,3.651124
-285.592138,68,3.687932
-246.988726,75,3.747895
-226.911244,138,3.833042
-187.391455,75,3.887593
-77.744675,134,3.977875
-123.065098,88,4.049042
-105.729896,97,4.097532
-163.215007,71,4.148938
-405.432673,114,4.242507
-354.897991,144,4.328811
-63.098514,62,4.368336
-178.434451,92,4.434487
-113.174258,63,4.485557
-15.287954,99,4.536688
-224.706071,123,4.6308
-107.299882,88,4.669957
-122.148239,86,4.726918
-248.501207,121,4.800906
-204.148407,113,4.897591
-314.885726,113,4.99056
-182.602639,81,5.051055
-183.955886,94,5.12792
-262.594444,95,5.175012
-130.759999,89,5.220246
-137.250192,114,5.285454
-152.049856,60,5.336745
-136.712556,91,5.390759
-96.241217,65,5.425089
-131.69003,67,5.48092
-366.466556,102,5.554808
28.040507,129,5.623866
-204.71722,63,5.675865
-148.078187,140,5.782437
-317.637468,114,5.871372
-108.110831,95,5.934671
-218.212991,92,5.978112
-88.572868,72,6.049753
-108.500845,99,6.099667
-384.116259,95,6.164398
-154.719916,85,6.237724
-202.308242,95,6.292168
-61.122315,67,6.326014
-269.252428,69,6.379037
-273.329745,95,6.451002
-194.96037,116,7.321847
-150.78606,102,7.399084
-422.380499,127,7.493643
-93.599492,80,7.530874
-158.74699,89,7.576977
-313.661403,92,7.649047
-55.644807,67,7.677367
-46.337135,67,7.720146
-146.958433,94,7.796022
-340.89422,115,7.849945
-303.049862,104,7.920733
-75.241194,114,7.985029
-105.217811,85,8.062787
-92.345633,94,8.133335
-103.337711,88,8.183377
-364.985312,127,8.264302
-114.212152,109,8.354689
-124.045074,57,8.384549
-224.138871,113,8.454245
-100.688842,81,8.519686
-120.340468,91,8.563919
-102.806081,121,8.646188
-241.308283,94,8.722456
-136.585636,99,8.771315
-174.612077,116,8.842626
-99.271994,91,8.916677
-187.298573,74,8.949997
-267.852795,119,9.021324
-188.627563,80,9.08412
-357.02437,99,9.161873
-336.585102,107,9.234734
-174.5277,59,9.284531
-123.559622,94,9.352132
-140.024812,79,9.405333
-292.431462,90,9.469143
-96.961753,89,9.529866
-200.563766,84,9.566794
-218.644549,112,9.617648
-230.417358,106,9.699373
-88.509325,69,9.749978
-424.067579,104,9.820975
-173.339884,89,9.874031
-364.194627,95,9.93685
-63.741191,67,9.989888
