#{"t_start": 1782651867.938826, "env_id": "LunarLander-v3"}
r,l,t
-249.742505,116,0.020549
-123.60791,98,0.075739
-128.61715,81,0.126737
-376.504513,101,0.17174
-95.80795,80,0.222387
-116.461836,92,0.272678
-175.406035,66,0.306656
-84.325384,101,0.354714
-198.296749,63,0.37176
-182.202022,71,0.421835
-294.306024,84,0.491273
-449.952883,105,0.533691
-188.107473,66,0.560031
-23.022199,85,0.588483
-35.146791,105,0.67435
-528.50804,89,0.724385
-390.141205,103,0.769636
-206.894725,72,0.799464
-321.456443,88,0.833988
-292.890152,82,0.855185
-335.968637,70,0.893802
-348.603107,87,0.930526
-102.013429,107,0.981441
-543.724288,72,1.011421
-126.533464,122,1.093128
-98.024294,67,1.128122
-149.311692,102,1.190013
-18.073871,68,1.217482
-387.670269,93,1.276495
-375.422143,95,1.344568
-215.341749,100,1.418355
-402.905845,84,1.467803
-382.970746,88,1.508138
-251.800686,108,1.563767
-251.387832,82,1.600867
-401.704518,105,1.674931
-659.789565,103,1.721677
-140.391291,88,1.795967
-201.602181,80,1.841
-187.618733,79,1.875934
-140.289649,68,1.910801
-142.919937,126,1.988254
-394.254218,126,2.038654
-146.644556,68,2.069522
-227.627806,117,2.106387
-444.219287,79,2.138386
-240.017296,105,2.189862
-469.208127,100,2.222106
-138.774566,63,2.255162
-356.136969,78,2.272025
-586.56195,104,2.321901
-236.012575,87,2.37166
-153.802073,66,2.421717
-391.181398,96,2.494571
-205.172022,92,2.538553
-249.447724,71,2.583886
-62.639793,106,2.664636
-278.057951,96,2.71819
-241.715685,79,2.770805
-146.476864,89,2.83409
-103.492575,86,2.884701
-200.333505,113,2.956572
-202.888792,110,3.024823
-110.28115,81,3.056639
-37.677235,126,3.11489
-553.022063,76,3.141147
-474.791442,89,3.185832
-382.019157,146,3.282735
-483.174958,82,3.305167
-8.089967,95,3.356598
-310.84825,101,3.44118
-591.015215,108,3.488503
-506.414412,88,3.557945
-209.867881,101,3.613767
-124.228101,65,3.639401
-454.861429,96,3.688389
-224.68105,75,3.721425
-204.854402,75,3.738403
-166.030387,101,3.796505
-92.285995,86,3.857802
-50.233674,79,3.909409
-100.650394,70,3.95517
-130.339974,73,4.01013
-482.223904,79,4.046412
-134.835027,123,4.096032
-146.995519,133,4.150996
-76.446451,72,4.179892
-67.190623,83,4.2275
-82.941959,74,4.287058
-234.602306,81,4.329634
-546.213867,111,4.376874
-633.300803,103,4.418321
-284.65961,107,4.460443
-495.362775,119,4.518823
-243.503909,69,4.556827
7.588453,80,4.605472
-127.961087,78,4.661002
-694.290475,103,4.705875
-424.248013,69,4.733866
-308.892581,108,4.781087
-182.913497,107,4.855535
-92.914281,63,4.897193
-280.711986,121,4.978069
-131.984346,66,5.02157
-467.063105,78,5.054807
-289.380585,82,5.089119
-122.509876,65,5.115288
-359.259709,106,5.177873
-333.944726,87,5.239498
-95.789926,115,5.300242
-398.178344,98,5.658798
-337.439423,168,5.773309
-201.189355,79,5.805504
-132.698602,101,5.876586
-54.285111,103,5.939643
-166.254987,78,5.972503
-538.906092,132,6.075385
-197.139243,93,6.122009
-349.8224,106,6.204824
-317.88675,97,6.263343
-463.10515,120,6.338756
-329.834038,110,6.405643
-270.699965,117,6.472363
-224.941271,117,6.554221
-424.410224,102,6.622025
-226.373564,68,6.660086
-277.411173,132,6.738546
-96.993379,64,6.791551
-595.873899,98,6.859359
-455.066929,80,6.923655
-222.900134,71,6.971995
-155.572639,75,7.005234
-472.990854,90,7.060306
-102.693289,90,7.128979
-73.058027,68,7.155279
-136.494738,94,7.198609
-238.655637,80,7.260425
-350.432079,99,7.307862
-62.214366,78,7.36051
-11.078583,102,7.42493
-174.647599,87,7.471536
-42.485159,126,7.554234
-310.74223,116,7.605184
-141.062866,103,7.697141
-224.58935,98,7.741317
