#{"t_start": 1782399577.6073508, "env_id": "LunarLander-v3"}
r,l,t
-365.385724,123,0.032973
-139.767574,91,0.077384
-213.985886,67,0.125098
-152.392698,97,0.175724
-101.804251,95,0.226048
-75.651581,63,0.260957
-149.817769,65,0.311345
-163.406421,106,0.360884
-156.196899,130,0.438356
-370.246323,111,0.512906
-329.272183,96,0.58031
-97.102091,76,0.618602
-91.061712,111,0.673887
-122.392771,96,0.74254
-386.946056,111,0.809301
-217.599543,112,0.840884
-83.83242,89,0.907585
-56.473503,80,0.957558
-192.045263,102,1.043263
-202.088268,75,1.076741
-106.090732,59,1.110028
-268.304372,77,1.172951
-197.55385,78,1.207741
-198.067562,143,1.291493
-418.198958,119,1.389817
-103.288857,85,1.424399
-198.646259,85,1.488362
-286.483881,100,1.54734
27.676359,80,1.574321
-85.410036,70,1.627959
-216.281908,75,1.674191
-224.579326,102,1.730697
-60.249467,89,1.784811
-368.856697,135,1.857794
-208.436542,96,1.924233
-132.218308,102,1.992934
-155.638401,120,2.056671
-229.732371,112,2.126012
-335.654981,79,2.184929
-167.880339,83,2.224283
-307.023611,145,2.324963
-327.185827,79,2.357802
-342.364616,87,2.407712
-222.071032,68,2.463866
-112.850991,66,2.494126
-139.540732,76,2.545108
-247.936836,89,2.574399
-119.59945,59,2.624612
-252.26838,68,2.674588
-112.180395,70,2.710639
-39.613771,72,2.724379
-129.135929,97,2.774592
-139.413413,84,2.82446
-62.053403,93,2.874433
-93.294858,85,2.936338
-477.639365,112,2.99828
-124.889165,105,3.057723
-30.891427,85,3.094645
-115.443729,72,3.131521
-107.841863,76,3.157607
-68.06182,80,3.192668
-272.376983,82,3.228239
-220.064756,108,3.282799
-151.939682,93,3.341187
-253.182678,72,3.374595
-104.212851,75,3.43284
-171.39057,103,3.495308
-354.78037,101,3.54459
-96.049871,93,3.608223
-132.706604,82,3.65795
-150.801685,82,3.689506
-239.61244,86,3.729048
-404.744457,125,3.793827
-232.616151,101,3.857769
-126.443085,117,3.924348
-499.241179,94,3.957792
-172.543111,78,3.995435
-138.695228,60,4.041224
-136.971938,97,4.090653
-109.812416,91,4.124554
-119.483467,106,4.195738
-199.611696,99,4.257701
-560.967694,120,4.341166
-83.788159,66,4.373349
-165.177122,93,4.441043
-126.382687,86,4.491215
-135.234801,118,4.557647
-158.844193,65,4.596092
-97.531883,79,4.640559
18.721197,89,4.707855
-96.722672,88,4.74104
-383.082865,83,4.796617
-413.324416,109,4.85774
-101.132861,81,4.907781
-429.628809,128,4.99739
-241.609251,124,5.041077
-273.084066,110,5.091267
-126.809324,79,5.124373
-200.228895,83,5.191117
-135.358025,73,5.227665
-226.930876,114,5.303985
-152.089537,79,5.357916
-163.470458,79,5.389688
-165.00702,144,5.474433
-216.23186,89,5.529373
-152.241735,91,5.557743
-121.566826,116,5.607879
-167.84495,131,6.458765
-147.483156,78,6.49969
-189.385537,120,6.574064
-328.965049,99,6.624072
-210.211622,108,6.703875
-352.874353,126,6.779868
-363.913928,102,6.843421
-125.123035,99,6.900047
-173.21806,117,6.975376
-157.248171,85,7.035982
-123.379736,152,7.125568
-105.679689,74,7.173068
-198.499177,116,7.257525
-136.555036,80,7.297382
-84.356146,78,7.343264
-191.138013,120,7.39035
-199.084475,75,7.428271
-336.588293,120,7.510012
-225.021053,98,7.558476
-354.644733,92,7.627479
-305.004073,102,7.67342
-94.781007,137,7.77348
-87.601357,144,7.843686
-272.83073,91,7.907568
-108.278358,84,7.951467
-165.427605,86,8.010348
-236.56298,99,8.057374
-198.517461,85,8.116511
-302.067781,94,8.157766
-119.422236,78,8.208774
-128.565993,80,8.25353
-351.883358,122,8.322473
-276.220164,125,8.407451
-244.605704,126,8.471035
-178.705345,111,8.529449
-346.260918,105,8.590868
-89.464615,91,8.657171
-76.256663,105,8.703621
-79.257464,119,8.780416
-133.110976,91,8.83412
-125.037216,90,8.894851
-124.204248,80,8.940805
-296.734187,100,8.988422
-177.166363,98,9.040656
-109.988233,81,9.094199
-193.690156,77,9.154085
-88.76431,66,9.193615
-121.707714,96,9.227288
-168.262969,98,9.301534
-140.89862,87,9.342708
-140.880948,86,9.390669
-373.066626,100,9.473249
-73.94431,65,9.510385
-239.542529,125,9.595906
-80.3821,79,9.627428
-236.318766,126,9.67915
-67.949089,107,9.745766
-116.801958,103,9.802336
-106.333377,93,9.845248
-237.72198,93,9.90247
-96.293633,111,9.960123
-183.066595,84,10.026512
-41.188298,71,10.063774
-126.327082,87,10.123978
-105.718148,73,10.156595
-160.490616,90,10.210641
-207.119711,99,10.26993
-303.544654,124,10.340972
-128.016843,92,10.396786
-123.992247,97,10.457651
-179.497275,122,10.521947
-176.515332,70,10.540949
-197.83439,101,10.623694
-86.269103,65,10.66459
-226.016669,105,10.707714
-89.348306,64,10.745301
-60.768963,95,10.798917
-187.991731,89,10.85246
-102.440279,103,10.910795
-121.734345,100,10.96402
-306.474055,162,11.057455
-274.911303,105,11.119347
-81.555037,74,11.157565
-307.946268,82,11.226664
-466.082979,123,11.293903
-135.498207,83,11.342886
-198.310848,140,11.427712
-117.037093,90,11.492452
-208.437751,135,11.565661
-176.362277,105,11.632393
-384.483564,100,11.675992
-203.496555,79,11.718628
