#{"t_start": 1782322204.9174857, "env_id": "LunarLander-v3"}
r,l,t
-125.968256,77,0.011786
-211.853305,64,0.034164
-171.32448,76,0.093289
-77.699913,73,0.117391
-408.317322,119,0.170697
-123.740376,85,0.230299
-114.775795,115,0.300335
-272.935189,124,0.367159
-250.473077,96,0.433166
-21.685687,115,0.505828
-137.112128,114,0.550239
-370.091931,126,0.623995
-288.942967,108,0.698935
-134.477106,109,0.767308
-211.18962,85,0.800244
-176.437206,67,0.850539
-106.106788,71,0.900251
-101.799891,76,0.95025
-190.590918,85,0.999932
-81.550852,113,1.067237
-393.769773,115,1.136955
-104.691643,145,1.20031
-152.008454,82,1.250339
-147.027641,88,1.316932
-205.677928,131,1.366842
-237.008413,73,1.400157
-107.497403,98,1.45342
-42.850681,131,1.529101
-78.41753,113,1.583515
-167.713512,79,1.633364
-104.732752,69,1.683484
-88.020652,85,1.733263
-309.402324,136,1.800667
-210.237092,98,1.874236
-104.240042,72,1.900627
-195.584535,99,1.97083
-95.541802,63,2.000297
-331.791133,108,2.048948
-160.27666,103,2.100173
-229.383285,86,2.167328
-85.812606,149,2.217242
-256.379421,84,2.250437
-150.27906,104,2.332418
-259.376305,112,2.366833
-417.904909,106,2.433633
-111.059986,124,2.503914
-211.161334,82,2.560823
-103.422507,76,2.599824
-365.291438,115,2.667124
-474.602569,104,2.719526
-102.915427,76,2.750313
-82.674612,121,2.80032
-97.446716,63,2.850274
-116.768908,76,2.900448
-107.735511,80,2.937053
-124.599111,84,2.983942
-32.088422,97,3.053962
-208.395704,81,3.100167
12.968109,1000,3.681853
-121.280242,124,3.750428
-55.019183,125,3.833922
-440.159937,100,3.867071
-349.771005,81,3.904157
-82.265545,76,3.96702
-306.344952,102,4.020212
-125.682834,101,4.065618
-76.462343,63,4.100258
-326.971981,106,4.166865
-105.713944,68,4.21681
-134.104324,87,4.266991
-57.967528,59,4.300269
-134.054679,110,4.366999
-265.223051,83,4.417197
-126.379806,119,4.48407
-186.729848,117,4.554275
-284.564513,82,4.584101
-265.508896,124,4.667023
-187.293156,76,4.700326
-172.719571,62,4.750142
-177.410215,90,4.800428
-238.524211,91,4.850309
-171.335471,103,4.917547
-259.283952,97,4.979014
-146.060877,77,5.033857
-224.353073,85,5.083156
-142.585206,132,5.15055
-163.498567,81,5.203708
-111.376802,76,5.249826
-193.697161,122,5.316833
-211.299831,111,5.385556
-322.595351,78,5.450286
-118.571263,97,5.50051
-58.99704,77,5.534022
-252.96344,82,5.566835
-235.085127,126,5.666951
-94.044775,76,6.450917
-144.244536,91,6.517576
-211.725732,110,6.587215
-136.304297,82,6.633783
-108.694794,79,6.687532
18.816285,103,6.733166
-159.777535,94,6.787951
-187.734325,87,6.850299
-217.871395,132,6.91724
-149.657699,98,6.988559
-72.845624,59,7.017539
-112.571844,68,7.048888
-75.380735,68,7.088592
-290.26597,74,7.148921
-197.248106,105,7.199077
-165.658532,117,7.266931
-165.892313,141,7.33385
62.182703,1000,7.950487
-68.064184,79,8.000615
-200.989042,112,8.079248
-63.536889,66,8.114707
-215.49377,134,8.200655
-118.192934,68,8.233233
-390.761413,113,8.289763
-184.495368,111,8.350384
-124.599131,70,8.390115
-113.073319,68,8.433799
-99.845874,77,8.49012
-108.038405,119,8.55678
-119.641408,129,8.633962
-126.786988,116,8.690281
-126.404625,97,8.73356
-372.41149,86,8.796421
-107.340613,111,8.850652
-109.085268,58,8.900612
-315.964145,106,8.967258
-141.587432,94,9.035291
-171.427084,128,9.083833
-249.538997,127,9.150465
-136.434594,89,9.216931
-105.239603,75,9.253436
-123.375292,69,9.283718
-129.061889,107,9.333651
24.348544,82,9.404141
-375.795553,94,9.449198
-150.277061,102,9.50019
-223.775539,85,9.550791
-129.599908,80,9.600188
-154.440505,71,9.650558
-67.379955,95,9.71704
-199.95624,100,9.792076
-84.104689,70,9.833749
-146.071793,119,9.900262
-188.174587,108,9.982282
-161.721823,70,10.003805
-294.938752,111,10.092241
-132.545534,100,10.138347
-88.126202,82,10.167475
-122.402972,115,10.220877
-140.701665,59,10.254277
-166.271323,86,10.317625
-216.992677,84,10.350683
-165.525007,105,10.417006
-205.455594,67,10.466914
-395.243713,107,10.517037
-155.430459,124,10.600361
-147.643086,91,10.650746
-167.882883,71,10.700176
-80.182579,80,10.733776
-166.866702,93,10.792632
-8.250781,117,10.854166
-110.202329,78,10.910443
-211.727907,111,10.966983
-164.368852,107,11.034012
-96.462956,66,11.083645
-123.362862,113,11.134032
-221.17728,111,11.218943
-151.470425,99,11.267456
-117.483442,77,11.317292
-164.163108,80,11.366923
-126.540963,118,11.433635
-96.652827,115,11.504017
-69.19795,164,11.61738
-134.900352,72,11.650269
-88.699132,92,11.723206
-220.637966,100,11.767003
-117.802814,107,11.820017
-174.077126,118,11.902738
-164.837993,93,11.950585
-240.707974,97,12.016498
-231.612085,115,12.066842
-99.63294,105,12.137077
-222.659855,76,12.18359
-143.895173,86,12.226364
-126.678723,116,12.293521
-321.879776,136,13.150785
-216.43237,135,13.217412
15.923549,141,13.325807
-137.605028,107,13.400839
-162.102895,111,13.466612
-126.051744,124,13.53401
-125.773564,143,13.620618
15.68707,136,13.7006
-121.7024,129,13.766948
-88.197811,65,13.800834
-291.518137,96,13.867382
-416.41677,88,13.900309
-25.941732,105,13.983234
-130.535982,98,14.03617
-59.962336,111,14.116964
-123.562781,117,14.167288
-148.360246,73,14.217266
-123.515315,80,14.263678
-243.792111,78,14.316888
-128.597775,121,14.400407
-110.699038,72,14.455086
-136.161659,99,14.500318
31.881683,97,14.574197
-107.173471,117,14.633832
-28.176491,104,14.700597
-189.160913,65,14.733487
-82.248793,123,14.787701
-101.303501,84,14.833637
-202.063261,78,14.867354
-115.774484,91,14.932533
-103.108173,91,14.983675
-163.949801,77,15.0228
-79.257783,101,15.079529
-201.105696,93,15.135517
-14.991585,82,15.183946
-43.392443,113,15.248945
-91.525519,71,15.287777
-103.571859,99,15.350196
-194.364617,91,15.420252
-80.255827,71,15.466621
10.163647,141,15.55051
-225.275303,67,15.589669
-36.280282,86,15.637305
-100.899515,83,15.667017
-92.777294,91,15.733663
-125.733392,139,15.814969
-111.496013,86,15.848984
-82.667107,65,15.875002
-196.216079,83,15.933168
-309.555159,80,15.983572
-389.538175,106,16.033694
-260.865647,91,16.093736
-18.422427,70,16.133831
-131.579923,86,16.178483
-172.471781,119,16.250396
-175.797009,138,16.336332
-116.697859,73,16.386569
-180.509202,123,16.450444
-91.473994,76,16.500542
-102.788588,117,16.56699
-177.197828,96,16.617492
-113.660319,101,16.684001
-144.660796,75,16.716954
-96.438196,89,16.783901
-181.424731,114,16.850168
-83.527269,140,16.950167
-90.342365,78,17.000356
-77.876342,82,17.033786
-233.371161,93,17.100289
-363.718053,85,17.150457
-108.374977,119,17.23644
-121.79622,129,17.291876
-315.465558,107,17.366951
-175.755608,109,17.437994
-103.311419,90,17.483952
-121.507705,84,17.5338
-105.85122,89,17.583625
-128.185976,116,17.670156
-65.560474,123,17.764456
-108.465633,59,17.800297
-204.680666,121,17.866925
-198.717291,98,17.900284
-63.942958,61,17.941795
-89.179844,76,17.987128
-79.150936,72,18.032485
2.789577,139,18.11654
-175.649886,93,18.16713
-58.79359,63,18.217099
-119.469728,118,18.283695
-117.424612,99,18.350466
-60.515451,64,18.40036
-241.805378,100,18.467177
-187.900638,100,18.532271
-114.849496,77,18.583796
-213.308015,87,18.6373
-85.520263,122,18.708528
-127.976848,103,18.767197
-118.481107,99,18.817024
-67.327083,115,18.900507
-94.90166,80,18.933858
-86.552272,139,19.00035
-105.841977,71,19.054072
-81.673135,134,19.867243
-115.544599,84,19.934147
-156.771225,95,19.993949
-58.296215,81,20.050208
-64.054541,126,20.133919
-132.864128,140,20.20233
-121.958215,115,20.26694
-120.319352,111,20.337227
-179.237188,108,20.403003
-19.627235,146,20.482655
-84.189177,110,20.533738
-156.250804,75,20.600285
-316.11022,120,20.654094
-126.556965,86,20.717111
-47.559613,85,20.783755
-131.494526,121,20.850485
-172.336573,89,20.883825
-78.701274,71,20.933487
-57.218669,127,21.00425
-89.868802,93,21.040915
-86.741552,64,21.086264
-78.792316,79,21.133528
-53.065598,85,21.187263
-163.029861,85,21.250154
-54.800685,98,21.308469
-161.901792,105,21.367127
-72.203377,123,21.433997
-135.322038,71,21.466962
-88.757118,134,21.546554
-70.073161,87,21.593913
-132.201895,75,21.628803
-117.642406,74,21.65073
-58.655183,125,21.736906
-232.796972,130,21.817015
-219.418057,102,21.883563
-173.30125,131,21.950459
-182.382645,130,22.051952
-186.738552,82,22.083622
-61.129443,96,22.150915
-105.671569,118,22.223205
-310.243831,149,22.305147
-119.656703,81,22.350433
-82.943004,145,22.433934
