#{"t_start": 1782298652.395887, "env_id": "LunarLander-v3"}
r,l,t
-121.573161,63,0.0
-116.197137,81,0.031696
-204.330946,96,0.085906
19.189278,78,0.148354
-123.970568,108,0.205976
-69.157054,75,0.242285
-172.396036,70,0.277123
-170.580394,122,0.33238
-381.973466,99,0.368587
-71.210696,73,0.399714
-108.249739,104,0.484864
-428.503642,93,0.515763
-140.351568,97,0.547116
11.656733,110,0.594496
-130.589968,96,0.649735
-334.036239,88,0.703013
-128.111151,61,0.734397
-57.681104,78,0.769318
-343.553589,100,0.817458
-229.518386,131,0.880542
-115.339714,110,0.93558
-56.419879,127,0.99805
-121.666619,83,1.035919
-154.782508,70,1.069879
-80.984259,68,1.11979
-124.587896,105,1.183041
-91.134774,118,1.252727
-114.635253,67,1.300157
-89.24925,78,1.336707
-304.944051,77,1.382324
-332.804963,96,1.432984
-173.557742,104,1.516524
-169.561912,79,1.55239
-121.405557,67,1.584298
-160.582884,151,1.682174
-114.431219,68,1.713523
-86.955175,88,1.744866
-109.279024,86,1.783916
-343.808936,79,1.84663
-86.876881,103,1.903053
-215.592056,75,1.944584
-422.753446,139,2.014719
-151.284524,110,2.082933
-109.995824,81,2.130283
-237.733236,99,2.202569
-119.534128,103,2.250121
-314.132003,116,2.286861
-95.733365,72,2.347949
-218.700523,127,2.416358
-208.035314,91,2.482127
-160.75135,89,2.550158
-236.909984,97,2.603245
-259.301729,114,2.671122
-104.405057,104,2.719112
-223.223728,107,2.766186
-163.479039,94,2.797909
-175.809017,100,2.871286
-482.010947,103,2.919879
-117.870443,86,2.971164
-50.157796,75,3.017345
-77.194643,61,3.049673
-97.893557,99,3.119939
-74.82052,67,3.167065
-102.903157,62,3.19881
-85.345468,81,3.266341
-127.466867,91,3.332956
-263.511457,71,3.383752
-149.217658,101,3.426768
-251.418581,134,3.49904
-79.213889,64,3.530411
-203.290822,117,3.571282
-69.863022,65,3.6164
-114.128513,76,3.671504
-76.603503,97,3.715712
-144.683403,68,3.75344
-203.121228,100,3.816276
-42.542563,119,3.871641
-197.308783,114,3.949531
-85.279105,67,3.985491
-309.621241,98,4.048248
-197.02646,137,4.128903
-283.553593,126,4.199624
-160.739342,116,4.283083
-318.011255,101,4.331434
-180.581868,117,4.378947
-187.386167,106,4.416294
-113.835262,123,4.466301
-116.612193,60,4.48653
-353.428682,109,4.532382
-106.60601,108,4.579441
-313.120231,126,4.618962
-208.470657,106,4.687515
-119.657932,106,4.74886
-90.649106,87,4.796244
-183.298562,69,4.850095
-425.771744,84,4.901696
-324.757235,93,4.963444
-99.578129,71,5.010465
-118.153904,74,5.035454
-186.524042,142,5.149606
-321.919639,104,5.19935
-272.927716,87,5.249763
-112.097855,66,5.282072
-165.66851,87,5.320104
-138.242019,61,5.335337
40.919908,103,5.399611
-109.784525,62,6.166402
-520.835855,101,6.209005
-156.048448,107,6.26888
-111.923362,98,6.330678
-137.303943,102,6.388202
-155.815835,82,6.421361
-141.385074,79,6.44807
