#{"t_start": 1782805777.8156328, "env_id": "LunarLander-v3"}
r,l,t
-262.470142,116,0.030818
-132.776283,98,0.136698
-121.931735,81,0.198844
-415.339886,101,0.301849
-100.750393,85,0.39877
-286.869031,107,0.466031
-428.421277,99,0.532817
-222.65392,117,0.658841
-526.869398,106,0.733106
-162.592795,75,0.815559
-457.023569,126,0.915041
-193.770666,102,1.015558
-424.40286,110,1.148759
-409.818682,66,1.201795
-124.969671,96,1.291478
-262.950518,74,1.35512
-328.345104,130,1.447916
-398.809616,94,1.504473
-121.06583,60,1.567748
-96.261594,78,1.632171
-317.348849,81,1.707582
-531.610307,82,1.792053
-328.590321,100,1.865511
-94.307037,63,1.934194
-142.718955,113,2.031617
-235.002266,80,2.114533
-234.308281,94,2.19081
-613.406763,96,2.28231
-598.26382,80,2.348396
-401.903925,103,2.444883
-375.363978,92,2.531501
-426.402678,99,2.631824
-365.136505,104,2.702864
-153.832623,74,2.778232
-427.077075,80,2.848299
-284.842879,70,2.915523
-287.265866,65,2.99095
-141.676066,64,3.035139
-376.270271,99,3.118574
-324.745202,92,3.198893
-467.182664,86,3.274146
-122.215434,82,3.331796
-219.949573,88,3.415602
-458.105676,76,3.465605
-266.406027,80,3.53522
-132.751646,75,3.59843
-464.416096,98,3.69838
-479.603855,97,3.806668
-105.392877,59,3.851841
-79.921489,71,3.903081
-2.722206,84,3.957227
-158.488604,117,4.06859
-189.652292,61,4.11519
-212.950545,100,4.215487
-521.124372,96,4.298628
-461.26927,97,4.388682
-301.201456,114,4.498376
-100.614941,83,4.58518
-227.686929,59,4.646052
-178.599947,94,4.714907
-528.082068,86,4.814865
-38.259494,113,4.911073
-430.588418,120,5.021915
-233.016901,99,5.082284
-288.39128,65,5.148697
-356.236918,66,5.214526
-135.522764,75,5.29888
-444.568163,88,5.365041
-421.347744,82,5.461063
-144.069166,101,5.527281
-324.048414,87,5.597941
-429.975695,77,5.677327
-372.220198,109,5.782167
-267.497956,92,5.85173
-111.134165,71,5.907156
-192.063729,106,5.998584
-186.911805,85,6.073006
-409.881005,94,6.149009
-200.476231,77,6.234907
-220.831707,73,6.285289
-162.214675,69,6.331831
-150.712513,63,6.398642
-521.24291,95,6.485686
-342.841889,70,6.543423
-291.797278,113,6.665491
-344.097823,88,6.726015
-509.011726,85,6.784556
-326.438414,81,6.832245
-154.588771,55,6.879162
-256.404497,91,6.94359
-335.603348,72,6.999983
-506.218729,115,7.098532
-370.491963,79,7.181586
-223.779333,161,7.348883
-228.874408,64,7.39844
-391.327336,78,7.461544
-362.396069,94,7.550673
-341.784784,83,7.64351
-219.185746,109,7.736653
-175.760677,84,7.815527
-474.087509,73,7.891797
-367.230722,63,7.934614
-301.676705,105,8.045945
-100.630437,68,8.102524
-293.298391,73,8.175674
-170.894561,61,8.215573
-227.965127,66,8.294019
-481.607246,76,8.380238
-96.764805,73,8.415661
-350.07156,121,8.558532
-105.904869,62,8.620328
-116.139955,67,8.666704
-511.120703,82,8.748903
-66.42356,93,8.850088
-234.475726,83,10.272371
-192.710549,67,10.351346
-138.146518,99,10.440617
