#{"t_start": 1782231218.8550131, "env_id": "LunarLander-v3"}
r,l,t
-119.128512,77,0.009238
-206.109051,64,0.039216
-165.004123,76,0.090787
-71.649064,73,0.122454
-392.807358,119,0.169448
-115.846748,85,0.219165
-103.642619,115,0.289229
-256.461155,124,0.359061
-241.726773,96,0.410987
-9.537237,115,0.458544
-123.84607,114,0.537503
-354.738413,126,0.602388
-279.590148,108,0.673476
-123.163015,109,0.720838
-203.064005,85,0.768263
-170.8946,67,0.815301
-100.163942,71,0.859248
-94.324063,76,0.888701
-181.472494,85,0.924344
-68.643866,113,0.997305
-379.744611,115,1.059157
-84.8719,145,1.139372
-144.115143,82,1.187802
-138.76297,88,1.224927
-188.893214,131,1.285204
-229.304027,73,1.315656
-98.107282,98,1.376261
-28.338494,131,1.446045
-68.217853,113,1.499602
-160.950964,79,1.555555
-98.858926,69,1.588454
-80.99521,85,1.621283
-291.883694,136,1.701401
-200.497888,98,1.748509
-97.983743,72,1.7944
-185.659451,99,1.851892
-90.413561,63,1.894381
-317.110488,108,1.960285
-148.668637,103,2.000094
-220.0567,86,2.032587
-68.943096,149,2.087368
-248.075658,84,2.123273
-138.790931,104,2.174679
-392.319538,130,2.257495
-40.765912,127,2.317189
-496.340765,107,2.364792
-95.185385,104,2.430124
-95.153079,74,2.461224
-121.118346,121,2.516187
-120.669916,91,2.579988
-322.455016,102,2.629003
-132.898728,73,2.657209
-118.874358,71,2.693209
-158.32689,86,2.739482
-196.125098,109,2.813834
-125.832406,73,2.841593
-92.414996,69,2.896037
-155.307766,128,2.981909
-102.863395,88,3.008213
-146.134624,114,3.093303
-212.459775,108,3.141538
-53.503064,69,3.201599
-117.845267,81,3.248821
-112.983724,81,3.278338
-112.6689,92,3.313394
-134.772547,75,3.358153
-146.008716,93,3.419279
-81.934139,70,3.450132
-111.691662,111,3.5112
-232.486765,92,3.568925
-57.830006,69,3.596456
-347.863685,117,3.65687
-92.768405,78,3.712032
-394.934808,113,3.755072
-102.063079,120,3.800085
-209.375375,73,3.839857
-204.922064,107,3.908226
-121.965286,83,3.942767
-121.016281,69,3.972169
-175.944628,98,4.014698
-113.739534,117,4.087487
-70.624613,118,4.150019
-294.776251,117,4.220842
-278.577917,57,4.261184
-77.471902,112,4.325168
-141.840911,92,4.374821
-162.579726,96,4.424945
-79.771579,60,4.480058
-240.05871,72,4.526006
-230.110899,145,4.621307
-191.064278,118,4.674188
-294.762211,94,4.742551
-249.106631,67,4.790258
-115.137422,79,4.825155
-174.824572,126,4.89806
-174.158944,95,4.958133
-350.148879,74,5.013382
-181.211729,87,5.058148
-213.252544,139,5.128782
-217.066998,86,5.17688
-406.669807,132,5.241903
-191.515577,92,5.311881
-299.804575,84,5.341786
-129.845868,74,6.150393
-341.392164,91,6.21382
-112.843373,103,6.286527
