#{"t_start": 1782827019.820248, "env_id": "LunarLander-v3"}
r,l,t
-69.648057,60,0.01582
-250.21697,82,0.047447
-207.286716,125,0.131908
-171.233852,77,0.179322
-288.030157,89,0.242563
-293.46369,78,0.290426
-92.059143,84,0.35376
-495.756551,96,0.417016
-364.563838,106,0.480196
-138.615895,64,0.527658
-395.577478,89,0.591302
-226.182675,72,0.63883
-473.604862,89,0.686189
-339.391389,104,0.765219
-83.908602,69,0.812593
-328.201845,95,0.876226
-497.628695,111,0.939412
-111.555375,65,0.986854
-331.481682,88,1.050051
-560.917661,83,1.097467
-89.634591,72,1.149934
-320.955598,76,1.197402
-194.625716,97,1.262695
-101.674967,97,1.32435
-152.454467,106,1.40348
-111.65524,80,1.466776
-90.502966,63,1.498349
-132.821711,75,1.545742
-434.885159,111,1.625207
-166.685926,114,1.704379
-566.593283,110,1.767799
-334.937438,111,1.846788
-96.390322,60,1.894636
-298.39444,103,1.964514
-136.227392,74,2.005139
-62.465009,69,2.052739
-311.392281,90,2.120614
-63.055527,59,2.165318
-64.874351,88,2.215919
-523.359907,77,2.265371
-499.252475,97,2.342769
-263.25953,94,2.405901
-326.931525,79,2.453271
-236.64759,118,2.53233
-207.440507,72,2.580206
-27.122191,106,2.659124
-172.647265,89,2.722523
-400.842161,92,2.785795
-298.637114,87,2.833182
-134.501528,81,2.896245
-271.147006,93,2.967195
-53.208927,73,3.006895
-459.559399,84,3.07009
-112.934075,101,3.138239
-132.850909,64,3.185566
-130.60467,106,3.248789
-138.489454,72,3.296232
31.756579,129,3.39113
-169.270827,85,3.454336
-230.154547,92,3.51766
-456.745,69,3.565018
-100.296812,150,3.659886
-230.267782,130,3.754509
-425.991243,108,3.81762
-428.342194,107,3.896621
-83.307486,62,3.94405
-426.770979,93,4.007264
-113.698516,58,4.038846
-620.047954,97,4.117279
-192.558424,103,4.185848
-146.797109,108,4.24908
-191.471131,107,4.328183
-112.325482,71,4.375755
-333.963369,75,4.423096
-262.088282,82,4.48667
-532.665263,98,4.549917
-322.248977,76,4.597308
-189.359106,56,4.644685
-450.740698,80,4.692031
-179.948188,68,4.739841
14.547195,87,4.803443
-261.00584,71,4.850814
-357.279642,83,4.914033
-161.486135,81,4.972618
-374.776236,106,5.040405
-327.785264,100,5.103898
-265.730019,93,5.173322
-140.319352,123,5.251613
-37.401199,94,5.314846
-375.442119,96,5.393874
