#{"t_start": 1782750100.4732993, "env_id": "LunarLander-v3"}
r,l,t
-139.22615,110,0.03481
-116.330974,73,0.10035
-93.045692,131,0.212428
-116.235416,126,0.305094
-173.555433,130,0.389008
-301.782941,106,0.455937
-118.846993,64,0.495464
-192.925156,91,0.54849
-306.282204,93,0.610227
-370.26046,96,0.681186
-84.912167,71,0.754401
-105.97398,84,0.838146
-97.932426,59,0.90001
-110.579948,85,0.983441
-332.491087,106,1.08947
-317.971426,85,1.172862
-217.376748,64,1.234162
-94.039852,61,1.293194
-225.211644,119,1.408957
-192.149658,95,1.506224
-215.37202,87,1.591039
-226.437067,95,1.684754
-314.81837,146,1.837601
-222.543331,88,1.922676
-267.227379,150,2.071535
-431.336311,108,2.179632
-121.683592,108,2.289355
-109.89835,119,2.405924
-345.589209,98,2.504764
-121.084539,89,2.597381
-282.839307,94,2.685127
-114.173507,98,2.781787
-270.090373,108,2.88957
-150.737323,69,2.95455
-147.670131,76,3.010409
-249.841862,88,3.069084
-122.77846,87,3.124952
-138.990334,129,3.241287
-255.077657,127,3.376601
-297.886982,128,3.505855
-95.330658,68,3.577739
-248.431785,86,3.653986
-250.850566,128,3.765247
-52.583511,119,3.82993
-97.28496,107,3.906179
-80.299602,73,3.949219
3.876681,85,4.0005
-383.795321,109,4.068755
-66.441008,66,4.112642
-368.934972,86,4.184905
-323.827161,76,4.249759
-107.903169,110,4.37997
-158.085952,70,4.449285
-82.770164,69,4.522641
-111.754512,117,4.646599
-14.69361,73,4.721738
-210.830664,124,4.850126
-134.614481,112,4.959696
-53.931713,60,5.009829
-158.668281,86,5.106812
-89.53275,79,5.187861
-117.305463,59,5.249588
-136.532423,69,5.318379
-257.998651,95,5.422132
-331.647686,104,5.526716
-428.523292,88,5.616871
-358.189399,100,5.719956
-312.02538,104,5.825868
21.185205,87,5.916431
-149.334185,73,5.988886
-240.783339,71,6.065802
-333.618522,93,6.163675
-230.26597,78,6.245369
-152.781743,90,6.338119
-85.062768,61,6.380341
-133.316763,136,6.486501
-442.103244,124,6.614447
-289.865134,114,6.735919
-100.836676,105,6.840981
-124.228449,82,6.92036
-142.293153,65,6.98589
-77.638011,86,7.063679
-104.069331,87,7.159732
-206.202349,91,7.266521
-86.740612,76,7.348172
-77.212905,86,7.436563
-280.363232,122,7.564227
-119.563333,96,7.658938
-82.435481,92,7.760577
-71.232612,66,7.830678
-101.750484,97,7.938894
-274.546105,98,8.039632
-364.865649,89,8.128531
-89.015983,69,8.205181
-79.831801,73,8.278237
-96.095293,68,8.351039
-275.440562,120,8.47202
-12.544567,131,8.604864
-130.139275,113,8.725764
-233.166537,103,8.834434
-253.899532,72,8.907779
-210.582835,84,8.989811
-263.175832,104,9.097426
-119.075844,132,9.23609
-65.863461,72,9.313422
-157.018548,93,9.408946
-238.756258,109,10.616397
-100.985387,112,10.738722
-248.900087,109,10.851988
-295.356218,99,10.958886
-219.078505,111,11.074979
-118.446699,111,11.193471
-46.062513,63,11.257529
-171.62619,118,11.330687
-51.07531,83,11.394638
-115.627263,96,11.444356
-396.297942,77,11.516657
-222.626511,105,11.628088
-237.874434,92,11.7214
-284.006552,98,11.816731
-137.617495,90,11.909555
-89.440664,58,11.970611
-77.172833,63,12.034469
-119.317979,93,12.13505
-142.12123,96,12.223698
-103.604597,92,12.319151
-163.729709,85,12.423211
-63.609145,93,12.520677
-383.965015,124,12.647662
-235.959431,130,12.802701
-348.153962,88,12.902774
-187.486548,71,12.976386
-330.13024,92,13.069264
-128.601996,65,13.142053
-93.393529,67,13.211105
-84.693153,67,13.283447
-246.841069,76,13.36103
-43.40447,100,13.465784
-324.40092,127,13.597837
-236.504831,112,13.713586
-237.279015,81,13.80081
-146.367324,115,13.919366
-105.212534,93,14.017274
-91.473667,108,14.127355
-203.058912,91,14.223419
-83.838664,112,14.342757
-86.908514,63,14.410141
-110.10117,111,14.522023
-100.789399,78,14.605097
-290.215208,85,14.694574
-129.407982,102,14.802629
-138.414231,64,14.872268
