#{"t_start": 1782820719.163546, "env_id": "LunarLander-v3"}
r,l,t
-215.874796,74,0.015815
-181.076506,111,0.079034
-135.720905,101,0.142335
-220.50635,95,0.205529
-278.485155,94,0.268811
-101.699256,56,0.300463
-110.624961,73,0.347773
-132.535488,87,0.411145
-302.09084,97,0.474318
-89.277469,59,0.505941
-158.415292,65,0.553339
-85.340698,76,0.600683
-85.308942,57,0.632489
-121.466992,64,0.680073
-439.866386,86,0.743268
-444.40652,99,0.806467
-92.949176,82,0.853807
-123.887757,66,0.901231
-117.394508,131,0.980152
-92.476152,83,1.043429
-517.131789,109,1.106671
-129.395975,78,1.154063
-148.160994,76,1.21728
-138.29685,119,1.295768
-110.281998,64,1.333006
-133.018291,128,1.422376
-366.773216,106,1.485659
-221.826485,89,1.548879
-136.675103,71,1.596363
-269.580906,80,1.643785
-146.361668,75,1.691304
-141.74578,81,1.738716
-326.679752,98,1.817742
-276.121883,117,1.881325
-85.295108,66,1.934441
-259.94885,102,1.991959
-217.399183,111,2.070969
-252.601852,59,2.118387
-156.348648,96,2.181998
-114.138114,106,2.245256
-78.619569,66,2.292695
-246.689348,111,2.371752
-328.387593,99,2.435721
-184.536452,120,2.51457
-193.127895,67,2.56201
-339.405371,81,2.625248
-84.2737,90,2.688627
-471.255105,110,2.752202
-158.622649,119,2.847109
-79.535088,104,2.910285
-137.672193,69,2.957651
-268.365151,87,3.02083
-132.47456,72,3.068619
-88.073577,58,3.100235
-114.494818,71,3.163489
-126.259828,101,3.226732
-209.749918,114,3.30581
-97.635168,66,3.353618
-70.56151,108,3.432759
-167.537277,94,3.495965
-309.917255,114,3.575027
-123.396936,77,3.622401
-191.823771,81,3.686283
-263.117872,107,3.765222
-282.862155,94,3.828458
-292.923109,68,3.875878
-252.425373,75,3.923249
-244.620294,138,4.01854
-194.870186,75,4.081773
-92.613105,134,4.17657
-131.162241,88,4.241346
-115.269748,97,4.302934
-170.777751,71,4.350366
-419.784929,114,4.429465
-372.634176,144,4.54269
-67.953651,62,4.587481
-188.06066,92,4.650777
-118.381997,63,4.682379
-23.927897,99,4.76135
-240.768586,123,4.843582
-115.495934,88,4.903643
-130.519686,86,4.966809
-263.309996,121,5.061896
-216.521151,113,5.140984
-326.451835,113,5.219985
-191.151509,81,5.267399
-193.779691,94,5.346468
-272.279257,95,5.40972
-138.68443,89,5.472908
-151.403349,114,5.551931
-157.107255,60,5.583549
-145.176563,91,5.661939
-101.610877,65,5.693525
-137.627332,67,5.746288
-377.497205,102,5.820103
17.378929,129,5.914944
-210.239134,63,5.96269
-166.00534,140,6.057534
-329.67016,114,6.136586
-117.778574,95,6.199777
-227.455049,92,6.263431
-95.743942,72,6.310935
-118.944615,99,6.390131
-394.534579,95,6.453354
-162.013482,85,6.51653
-211.534266,95,6.580186
-67.023823,67,6.627609
-275.462698,69,6.675048
-283.473962,95,6.749167
-209.823164,116,8.367812
-162.130181,102,8.446942
-440.078789,127,8.526017
-100.804558,80,8.589303
-168.104942,89,8.65421
-326.703513,92,8.716256
-61.449344,67,8.763704
-51.95469,67,8.811172
-156.956668,94,8.890177
-354.07146,115,8.969646
-315.792198,104,9.032881
-87.149231,114,9.127696
-112.747215,85,9.175244
-101.601312,94,9.255896
-112.547558,88,9.317969
-376.107053,127,9.397022
-125.64483,109,9.476116
-128.6808,57,9.523562
-237.959621,113,9.603051
-107.60504,81,9.657145
-128.954207,91,9.713714
-115.845979,121,9.808904
-252.344754,94,9.872541
-148.730671,99,9.935872
-189.967212,116,10.014941
-107.032074,91,10.0781
-193.766663,74,10.141332
-281.051603,119,10.220746
-196.415143,80,10.283951
-368.394472,99,10.347215
-349.616498,107,10.42638
-180.000439,59,10.474204
-132.449173,94,10.537485
-146.542256,79,10.584957
-300.928304,90,10.660334
-107.475158,89,10.711322
-208.342522,84,10.775021
-233.122384,112,10.86099
-242.099028,106,10.93294
-93.848809,69,10.980306
-438.442819,104,11.061465
-182.505838,89,11.123063
-376.1184,95,11.18637
-69.523294,67,11.233797
-98.74652,78,11.281188
-396.183967,90,11.344365
-58.858611,111,11.423491
-375.724297,87,11.486672
29.300222,88,11.549905
-189.355633,157,11.663614
-205.646498,105,11.739407
-90.757098,65,11.787053
-102.035264,61,11.834393
-69.599148,73,11.88181
-133.419069,83,11.945155
-59.718158,68,11.992512
-90.682425,82,12.039978
-432.46486,102,12.119093
-101.386676,69,12.166663
-260.97338,101,12.229809
-44.834156,75,12.292982
-107.891687,78,12.34044
-391.58747,92,12.40375
-301.439084,77,12.4669
-82.871304,96,12.530557
-111.845358,83,12.593724
-137.123563,117,12.672803
-117.643879,107,12.751789
-79.227407,70,12.799351
-304.137308,97,12.866659
-292.387116,115,12.957374
-98.115456,67,13.004846
-107.475588,67,13.052273
-324.957471,133,13.146508
-179.224719,110,13.209748
-161.91699,133,13.304544
-189.365801,129,13.399381
-160.713651,118,13.478574
-104.946646,67,13.525926
-121.586018,108,13.604988
-111.531026,105,13.684388
-470.331035,113,13.769042
-130.576801,87,13.8267
-158.327165,116,13.905861
-116.507573,94,13.969761
-203.420761,123,14.0643
-130.073273,77,14.111735
-66.332197,59,14.159157
-105.81341,69,14.206492
-71.43356,63,14.253957
-129.023287,107,14.333254
-299.421796,120,14.412287
-111.963685,119,14.491335
-114.078784,77,14.554657
-185.794899,87,14.618253
-243.053208,111,14.697154
-144.584384,63,14.744745
-78.392307,76,14.792142
-82.17917,114,14.871825
-137.645006,117,14.950723
-167.820128,92,15.013956
-250.476245,128,15.108765
-143.140534,96,15.172096
-139.803402,72,15.219567
-226.349605,110,15.298607
-167.446857,87,15.372506
-154.53159,109,15.440905
-356.917375,81,17.022411
-135.268707,113,17.101447
-100.606649,72,17.14883
-112.739926,97,17.212063
-185.057427,75,17.277935
-151.846799,120,17.3543
-102.016993,89,17.417491
-88.215599,61,17.464977
-103.133227,106,17.528123
-114.548353,55,17.578745
-110.299942,84,17.638833
-164.875781,98,17.70202
-79.817945,133,17.796919
-343.829204,107,17.879388
-100.582716,67,17.923601
-99.104909,126,18.018533
-246.260968,89,18.080109
-319.372088,95,18.14519
-146.674663,110,18.22413
-202.642169,94,18.287297
-250.662702,74,18.334642
-145.690951,83,18.397807
-100.159929,98,18.461
-144.842698,90,18.524256
-218.606848,108,18.603243
-129.971569,126,18.697462
-381.863449,107,18.760687
-116.391177,124,18.85552
-117.449817,98,18.918891
-159.441705,116,18.998309
-345.864662,104,19.083023
-272.559858,106,19.156405
-254.00532,117,19.235461
-118.549762,65,19.283397
-174.273054,123,19.362162
-181.013288,96,19.441171
-110.208889,70,19.488657
-175.364662,95,19.551969
-102.782402,114,19.631354
-284.795767,103,19.71032
-94.672487,66,19.757762
-9.932811,106,19.820992
-2.599319,70,19.884809
1.762646,97,19.947835
-289.601142,136,20.042799
-102.137767,82,20.105973
-134.171547,119,20.186063
-108.458747,75,20.232756
-124.430413,109,20.311889
-147.891494,67,20.359322
-162.018539,74,20.406694
-68.414276,109,20.486808
-106.421071,96,20.56522
-153.809036,70,20.612551
-368.83329,108,20.687467
-273.777734,90,20.738947
-110.093013,84,20.802576
-119.239606,119,20.888091
-136.486638,87,20.94536
-246.463839,98,21.024357
-57.826293,63,21.071806
-127.085752,86,21.119617
-92.801506,90,21.188565
-460.835092,129,21.28884
-125.822811,122,21.372752
-394.453847,94,21.436451
-76.290197,73,21.489596
-140.563453,83,21.547125
-126.564287,70,21.594553
-117.460291,64,21.641958
-119.242733,69,21.689898
-37.331688,77,21.737134
-188.473087,93,21.816113
-306.547067,133,21.89514
-210.74373,128,21.990655
-99.908556,88,22.053666
-99.741311,73,22.101092
-81.511609,67,22.148443
-121.089062,63,22.19587
-123.467315,73,22.243206
-160.220288,81,22.306783
-166.060484,103,22.369962
-268.539948,92,22.448927
-123.657726,61,22.492244
-100.536416,64,22.527999
-102.609227,62,22.575473
-124.274431,90,22.63902
-132.969285,71,22.69258
-128.079674,124,22.781275
-76.387415,76,22.828709
-138.861784,85,22.893038
-92.072296,106,22.971457
-207.869,103,23.034621
-418.203395,117,23.129557
-126.834615,112,23.208975
-18.353987,113,23.287905
-206.420753,87,23.35111
-164.353072,80,23.398485
-161.986229,98,23.477561
-89.658762,93,23.541084
-183.454913,72,23.594698
-170.380654,145,23.694964
-91.290708,117,23.778083
-85.494637,90,23.842004
-132.72351,120,23.920959
-153.545455,113,24.000109
-26.609636,134,25.61335
-215.357866,125,25.7081
-120.944331,98,25.771208
-448.444181,117,25.849979
-189.342202,123,25.945189
-134.162059,100,26.008444
-321.762235,84,26.071666
-89.069345,78,26.134903
-214.63947,110,26.200761
-118.409183,93,26.277038
-184.953675,159,26.387668
-187.820009,138,26.482497
-80.903523,69,26.529886
-124.164235,93,26.601859
-238.863478,118,26.672214
-82.383438,75,26.735618
-102.789839,151,26.846249
-126.748263,68,26.893721
-150.490598,128,26.973007
-256.420271,109,27.052202
-75.72964,81,27.115479
-139.770834,94,27.17868
-123.963073,104,27.257705
-251.141911,90,27.320886
-82.200856,81,27.384077
-204.870269,112,27.463045
-103.7106,112,27.542118
-106.719429,64,27.589571
-108.15982,72,27.63643
-133.710272,105,27.715438
-128.973746,80,27.778558
-105.503022,116,27.857575
-125.865861,75,27.906069
-170.816291,145,28.006427
-152.188341,98,28.079354
-133.017372,102,28.142713
-159.529655,74,28.207075
-110.731025,70,28.253789
-109.736362,80,28.30739
-195.978563,91,28.364411
56.585022,75,28.427614
-130.954669,83,28.475078
-83.331719,73,28.538767
-148.755331,105,28.617942
-132.402861,93,28.681159
-165.670326,112,28.760129
-177.748871,91,28.823747
-85.415928,62,28.871194
-104.880301,88,28.934386
-109.627692,84,28.981813
-159.197787,79,29.045171
-126.143513,122,29.140414
-166.310567,112,29.219415
-128.423228,80,29.266821
-94.9941,67,29.314212
-157.45941,127,29.410645
-83.678964,77,29.456826
-131.440878,65,29.511046
-331.851169,115,29.583509
-95.150563,88,29.646813
-148.441913,112,29.726179
-144.548707,128,29.821031
-50.80726,68,29.868408
-40.571896,97,29.947418
-312.734745,93,30.012242
-132.54109,93,30.074245
-116.316355,78,30.1216
-141.922478,122,30.216487
-164.497657,122,30.295454
-134.016769,81,30.359047
-134.354493,102,30.422244
-167.186997,111,30.513914
-313.564017,105,30.58025
-100.491797,96,30.643789
-116.875861,78,30.707166
-90.919441,100,30.770334
-109.84438,65,30.817801
-98.875121,95,30.89678
-61.672594,71,30.944517
-164.731443,95,31.007749
-130.362822,85,31.071089
-108.329366,91,31.134343
-107.829418,87,31.197637
-131.170573,62,31.245037
-79.998496,81,31.292438
-199.087056,89,31.355607
-139.863031,70,31.416683
-100.008497,69,31.466167
-170.600766,111,31.545149
-159.210258,118,31.624208
-164.513135,105,31.703351
12.283342,78,31.750865
-125.763015,93,31.817782
-57.561761,67,31.86146
-123.28942,111,31.940517
-80.368907,64,31.98789
-119.965217,66,32.035444
-218.198162,80,32.098574
-79.804761,67,32.146043
-106.309907,68,32.193425
-104.22803,132,32.28832
-110.244875,73,32.33518
-295.981674,103,32.414158
-76.916932,77,32.461607
-92.822147,132,32.5564
-119.296655,85,32.619769
-73.774109,66,33.537282
-158.963227,83,33.600555
-224.602679,103,33.66397
-111.482447,97,33.743231
-118.900372,141,33.8385
-324.401674,87,33.901814
-296.519793,107,33.980765
-133.046293,83,34.028214
