#{"t_start": 1782798148.6269875, "env_id": "LunarLander-v3"}
r,l,t
-125.968256,77,0.011
-211.853305,64,0.031072
-171.32448,76,0.06584
-77.699913,73,0.099386
-408.317322,119,0.163568
-129.634718,84,0.229242
-47.049331,74,0.246758
-84.03556,123,0.322695
-127.163836,89,0.386584
-357.705709,96,0.459302
-184.40648,84,0.514359
-86.611351,115,0.59624
-287.604631,104,0.655698
-114.231019,131,0.752177
-128.331413,94,0.792988
-218.1834,90,0.844127
-341.072203,101,0.918566
-163.53268,83,0.980286
-85.865309,56,1.019013
-115.396134,60,1.045542
-94.788116,60,1.091716
-123.015724,102,1.15491
-153.472894,92,1.199478
-199.546966,129,1.293513
-163.323123,107,1.371457
-108.821485,77,1.419222
-225.158804,78,1.483328
-155.389695,129,1.573587
-123.889186,72,1.614142
-118.455303,71,1.664615
-200.003256,85,1.724914
-113.87042,73,1.780936
-172.556521,130,1.843397
-305.8848,75,1.888448
-162.048138,71,1.941587
-188.986562,110,2.01575
-84.046454,72,2.064269
-165.816837,79,2.110566
-130.973378,97,2.184577
-68.31579,68,2.219436
-117.009152,77,2.280149
-358.875355,127,2.355652
-113.55736,68,2.410247
-124.697107,110,2.529865
-243.963437,86,2.600555
-167.403342,59,2.642875
-124.431504,99,2.717621
-355.209572,112,2.788236
-114.714878,117,2.877186
-142.375075,77,2.92024
-187.304552,103,2.975378
-135.892206,107,3.051486
-46.645793,65,3.091004
-139.326201,100,3.156583
-121.679969,82,3.213706
-114.810693,66,3.245212
-114.065059,68,3.282217
-94.196952,73,3.341617
-103.171194,65,3.382905
-249.037674,88,3.444622
-99.764095,71,3.49952
-102.063166,110,3.568874
-136.62004,96,3.636468
-152.984412,85,3.696635
-443.181668,90,3.759654
-200.918991,91,3.818234
-112.348583,84,3.885044
-336.185327,130,3.951247
-181.681437,92,4.026585
-346.951141,97,4.076619
-364.523158,90,4.142009
-186.217996,64,4.174587
-99.482563,72,4.208522
-222.790984,103,4.284552
-93.958987,107,4.348049
-347.287464,94,4.415588
-184.454822,83,4.47368
-100.864778,84,4.510663
-126.947173,116,4.566133
-111.652168,82,4.615612
-289.770697,105,4.6929
-146.897592,85,4.73193
-232.907526,111,4.815396
-194.82238,127,4.91447
-143.719205,105,4.973163
-93.557655,87,5.042626
-42.973668,82,5.087743
-98.705586,64,5.129249
-142.530752,84,5.18575
-216.257003,105,5.252518
-162.911759,82,5.31706
-84.307544,75,5.354464
-85.309062,73,5.393849
-273.338812,75,5.425901
-191.284768,112,5.5062
-214.802554,85,5.557117
-99.512544,90,5.621838
-185.375561,80,5.673463
-376.360864,122,5.747025
-264.22471,79,5.807787
-165.818262,127,5.885282
-98.838836,73,5.934337
-110.042463,71,5.99175
-130.985134,91,6.0328
-101.086362,99,6.084435
-111.592252,69,6.139776
-392.921343,87,6.189235
-316.918583,83,6.247291
-202.273131,119,6.313312
-152.34903,83,6.380957
-320.404108,143,7.278491
-85.690794,104,7.352502
-89.353584,63,7.394502
-143.302506,78,7.428631
-315.209789,75,7.473387
-127.181231,109,7.533534
-310.400294,116,7.620918
-121.757405,72,7.65405
-156.09096,103,7.726039
-77.475567,59,7.761608
-142.47636,84,7.807817
-210.439111,83,7.852224
-191.252499,87,7.917418
-222.726031,95,7.981799
-84.689038,127,8.079026
-282.30643,94,8.149256
-179.88329,68,8.196176
-171.596138,71,8.227175
-155.122226,123,8.280078
-233.059585,83,8.341407
-363.307183,96,8.411561
-230.918803,130,8.479001
-225.132352,112,8.547882
-126.4094,79,8.593184
-144.559407,73,8.655365
-121.399742,97,8.710562
-119.917243,126,8.804852
-145.007759,98,8.860189
-134.552544,60,8.90946
-155.604658,94,8.961634
-259.677967,85,9.002119
-366.194977,98,9.071973
-141.810456,122,9.146419
-114.256648,93,9.224081
12.030482,115,9.291807
-133.489942,76,9.353899
-165.458751,96,9.401153
-47.279604,74,9.465807
-86.118098,64,9.500937
-155.571981,91,9.548629
-207.327709,91,9.616821
-234.683238,116,9.687842
-105.077243,89,9.757237
-102.555531,112,9.824164
-124.226126,69,9.87839
-140.58023,99,9.961694
-241.624786,71,10.00277
-271.929627,99,10.071202
-118.038685,77,10.128854
-322.733713,72,10.174476
-87.185454,104,10.252143
-145.387791,72,10.297963
-137.092822,78,10.360243
-46.402539,65,10.402472
-91.852007,70,10.438004
26.396525,73,10.498558
-95.011318,81,10.550466
-120.827737,67,10.592974
-87.285743,105,10.677182
-139.586273,62,10.72152
-147.501723,111,10.783767
-272.794217,131,10.878448
-125.806114,119,10.956565
-374.506256,102,11.020565
-45.650919,109,11.073406
-67.511425,64,11.118404
-342.19249,92,11.187838
-94.872067,83,11.238831
-333.344056,94,11.31296
-93.287966,57,11.35956
-144.825046,99,11.409696
-349.16327,93,11.485133
-88.868985,70,11.524513
-233.9838,70,11.572255
-288.743443,77,11.629688
