#{"t_start": 1782309148.7677476, "env_id": "LunarLander-v3"}
r,l,t
-121.573161,63,0.016637
-116.197137,81,0.066592
-204.330946,96,0.149852
19.189278,78,0.216599
-123.970568,108,0.316577
-69.157054,75,0.392237
-172.396036,70,0.464863
-170.580394,122,0.54989
-381.973466,99,0.599867
-71.210696,73,0.651302
-108.249739,104,0.733177
-428.503642,93,0.802267
-140.351568,97,0.88552
11.656733,110,0.983298
-130.589968,96,1.052956
-334.036239,88,1.133213
-128.111151,61,1.199883
-57.681104,78,1.258815
-343.553589,100,1.352327
-229.518386,131,1.477332
-115.339714,110,1.566543
-56.419879,127,1.64995
-121.666619,83,1.730858
-154.782508,70,1.800493
-80.984259,68,1.866573
-124.587896,105,1.93328
-91.134774,118,2.053377
-114.635253,67,2.089604
-89.24925,78,2.154288
-304.944051,77,2.234856
-332.804963,96,2.300059
-173.557742,104,2.382828
-169.561912,79,2.433264
-121.405557,67,2.483272
-160.582884,151,2.606241
-114.431219,68,2.669702
-86.955175,88,2.758156
-109.279024,86,2.83332
-343.808936,79,2.866572
-86.876881,103,2.986323
-215.592056,75,3.062156
-422.753446,139,3.160722
-151.284524,110,3.23327
-109.995824,81,3.316607
-237.733236,99,3.383459
-119.534128,103,3.466692
-314.132003,116,3.576713
-95.733365,72,3.649943
-218.700523,127,3.766603
-208.035314,91,3.833295
-160.75135,89,3.933331
-251.410827,98,4.027396
-75.407234,62,4.092478
-94.804197,84,4.133463
-186.629627,110,4.250073
-103.313489,59,4.286519
-310.435491,116,4.394969
-260.736435,135,4.494301
-320.714198,87,4.550127
-115.942383,90,4.616771
-238.69342,77,4.650013
-242.341963,108,4.750007
-117.516824,75,4.819271
-101.572909,97,4.866678
-130.530832,104,4.966756
-129.972693,71,5.023073
-173.953455,64,5.08202
-123.173025,97,5.150062
-280.274384,115,5.260569
-250.701776,78,5.316802
-104.498866,97,5.400091
-171.173689,75,5.469253
-250.462066,127,5.583368
-106.524641,67,5.655132
-301.351544,102,5.716786
-200.451923,122,5.821114
-253.468445,96,5.908642
-119.551523,90,5.983057
-121.261502,75,6.050203
-72.87273,61,6.103394
-230.592099,120,6.179175
42.40648,89,6.265566
-80.485718,65,6.314973
-147.214886,69,6.362642
-111.445843,90,6.426035
-204.366749,91,6.502382
-508.43402,127,6.597965
-91.476991,72,6.65604
-138.357555,87,6.750075
-307.19094,108,6.836411
-203.206419,95,6.900166
-134.913032,103,6.981944
-149.808953,110,7.052661
-234.2173,111,7.153301
-323.125639,89,7.247648
-361.281505,126,7.325175
-157.653754,86,7.371566
-82.025326,65,7.421138
-83.06691,73,7.483357
-153.471222,106,7.565562
-98.387639,84,7.62901
-92.133622,114,7.73347
-217.581206,89,7.816784
-230.866076,77,7.866777
-103.317595,68,7.939754
-118.149704,97,8.032988
-100.481333,73,8.083423
-418.373017,75,8.166726
-364.086845,97,9.317338
-118.538418,60,9.367177
-158.821152,77,9.450631
-89.630526,89,9.503092
-102.525459,124,9.634164
-105.086045,76,9.700586
-123.868922,84,9.783706
-99.38622,63,9.833406
-195.932699,116,9.950161
-162.757924,111,10.016783
-106.550611,74,10.079757
-88.38438,148,10.200187
-116.810466,71,10.271122
-363.768398,85,10.333493
-232.730647,67,10.400162
-111.166834,83,10.483489
-156.328075,85,10.563299
-106.638832,124,10.654308
-102.856043,68,10.716863
-107.435473,124,10.786547
-87.048702,93,10.894341
-106.923212,126,10.983518
-133.226973,98,11.082183
-128.13765,94,11.155377
-217.663448,79,11.21951
-268.112759,112,11.350111
-100.55276,67,11.416879
-88.689662,86,11.490146
-424.947727,98,11.566852
-403.538939,93,11.652825
-350.151914,127,11.764308
-71.004969,68,11.83743
-254.853832,91,11.916919
-247.484584,118,12.033629
-119.66334,113,12.14801
-186.559226,64,12.216884
-21.543226,108,12.303391
-87.775749,79,12.383461
-88.159,114,12.483575
-304.352582,124,12.583474
-59.188332,132,12.685183
-200.389312,107,12.750178
-249.446786,81,12.800216
-178.920036,116,12.900196
-98.100658,109,13.016911
-60.548799,74,13.083673
-198.522111,87,13.15185
-174.772221,112,13.247252
-481.491022,95,13.342008
-62.358574,93,13.400249
-166.640679,83,13.495177
-332.560354,131,13.569499
-70.633095,120,13.650259
-135.788925,62,13.72977
-82.482349,71,13.766881
-106.273984,92,13.833609
-82.992191,106,13.898294
-79.010966,77,13.973044
-48.95515,87,14.033588
-105.272901,141,14.166915
-131.994176,83,14.246207
-63.137598,90,14.320014
-109.176612,91,14.416926
-254.253753,124,14.502499
-161.234791,109,14.629056
-177.491889,106,14.705206
-301.963321,116,14.816924
-145.3165,80,14.866957
-78.723433,72,14.900235
31.751881,128,15.020827
-292.933901,108,15.083471
-62.321726,105,15.202878
-117.100926,66,15.26696
-121.625957,103,15.382366
-58.667901,81,15.450283
-110.863962,113,15.533708
-109.632812,124,15.641765
-56.892002,71,15.683673
-129.376709,88,15.783693
-95.31322,69,15.83639
-319.08405,104,15.939073
-268.856402,81,16.008605
-121.167185,77,16.067021
-100.59455,101,16.166965
-150.065242,131,16.25229
-88.049394,73,16.300356
-13.276836,83,16.366931
-213.676395,160,16.529897
-71.809019,107,16.639947
-321.290808,103,16.737728
-189.001822,108,16.832484
-205.345132,121,16.91578
-103.468684,118,17.000382
-80.765961,66,17.086615
-103.454701,90,17.150435
-167.223441,71,17.233694
-190.388127,67,17.283717
-103.823352,72,17.333689
-317.40139,122,17.450505
-143.291234,77,17.483688
-160.033762,104,17.566946
-91.110967,118,17.683715
-0.574631,80,17.75198
-78.033295,73,17.829501
-72.322166,72,19.031252
-167.236916,75,19.104177
-142.765324,74,19.150729
-232.887884,113,19.2676
-43.1351,92,19.366981
-60.128896,96,19.450582
-228.647773,95,19.550435
-59.449561,68,19.617136
-113.236074,147,19.766676
-145.812311,66,19.842119
-15.332856,113,19.917097
-147.162001,130,20.000486
-99.2606,182,20.111449
-158.898406,116,20.217119
-24.718449,92,20.283844
-182.101997,141,20.400429
-129.415417,118,20.516691
-237.486452,76,20.585379
-120.905035,93,20.681426
-452.774553,94,20.777595
-122.371009,67,20.833723
-51.051169,63,20.900475
-104.030672,91,20.983848
-79.214785,117,21.083788
-90.165069,80,21.150555
-103.622611,82,21.200513
-130.841735,125,21.332076
-59.399558,117,21.436393
-134.91152,77,21.498064
-114.746498,106,21.608678
24.281173,75,21.665298
-100.464665,130,21.783843
-111.069004,111,21.85041
-285.061363,89,21.933797
-130.947911,80,22.000488
-69.86354,82,22.080811
-96.933397,114,22.186428
-212.722959,101,22.265925
-83.256754,111,22.367126
-93.960676,100,22.467163
-128.503872,92,22.550481
-338.65688,129,22.667192
-134.508331,97,22.758689
-87.242672,66,22.819755
-138.515338,57,22.867183
-196.958681,85,22.950501
-103.195435,79,23.02334
-143.765353,74,23.100617
-171.233101,74,23.153127
-148.779687,127,23.253942
-93.091239,76,23.333755
-1.114371,132,23.470197
-133.665242,67,23.55065
-169.769337,137,23.670524
-91.747808,72,23.744285
-205.382141,100,23.833884
-231.667382,72,23.919704
-20.642026,91,23.967164
-117.083346,120,24.083871
-61.02334,94,24.185927
-118.580634,90,24.283811
-96.47637,75,24.334007
-123.247668,112,24.446638
-116.464745,121,24.565884
-104.570124,77,24.610759
-175.200494,88,24.700535
-107.049807,95,24.800572
-92.66508,123,24.916809
-115.540732,71,24.980742
-157.409273,116,25.045838
-74.476217,98,25.104949
-62.254714,110,25.216066
-122.857448,111,25.300598
-144.617725,81,25.367214
-68.517511,74,25.4339
-135.344607,132,25.567317
-54.400321,106,25.683822
-144.722985,106,25.773479
-51.888104,108,25.867201
-127.973383,104,25.967264
-54.657572,66,26.017257
-108.94691,130,26.16383
-92.726028,111,26.265968
-85.033409,59,26.317295
-106.172164,68,26.366046
-176.043589,120,26.482796
-192.155383,95,26.550683
-120.924819,95,26.64602
-151.021243,114,26.750614
-46.06952,77,26.831033
-148.13986,91,26.922523
-100.795698,79,26.967231
-54.220501,155,27.133841
-223.945118,117,27.235846
-108.673686,117,27.332737
-190.569681,118,27.421471
-64.278347,63,27.500625
-67.005236,64,27.534002
-52.284286,69,27.600782
