#{"t_start": 1782813321.4475422, "env_id": "LunarLander-v3"}
r,l,t
-100.514987,108,0.024825
-135.900634,86,0.077471
-91.422852,91,0.142971
-375.886625,109,0.233149
-432.655534,89,0.299973
-404.521813,82,0.3583
-360.329852,111,0.427778
-122.499516,84,0.49727
-417.639665,82,0.558425
-467.404838,98,0.626313
-112.785226,84,0.691967
-317.822015,87,0.743986
-362.352609,109,0.82508
-134.375387,86,0.897013
-341.099595,105,0.960566
-222.35184,122,1.058484
-274.711692,90,1.109788
-454.472602,102,1.196297
-276.314928,94,1.258251
-308.247294,95,1.358191
-215.612457,91,1.424504
-104.839772,80,1.486706
-250.42729,90,1.548632
-130.341543,92,1.609544
-294.821743,75,1.65847
-280.740427,77,1.726304
-143.837465,132,1.810794
-375.783692,90,1.87967
-206.480853,79,1.939571
-225.399676,95,2.008193
-226.680964,108,2.08026
-374.482606,89,2.141659
-216.979895,61,2.198263
-194.824787,56,2.225749
-305.610842,112,2.309727
-104.696828,59,2.363974
-203.764788,89,2.425108
-207.943991,97,2.507875
-188.507698,109,2.580924
-96.582427,63,2.626311
-392.528431,101,2.70887
-52.050596,122,2.80742
-285.968779,84,2.872574
-107.323495,63,2.908175
-407.321039,82,2.981751
-144.40745,75,3.025005
-520.279063,94,3.108105
-247.246952,89,3.178413
-183.326815,91,3.241634
-129.018709,109,3.325167
-185.16761,64,3.378061
-100.882803,73,3.425114
-115.840202,107,3.510758
-216.305235,78,3.574189
-569.929683,121,3.658446
-249.129703,68,3.710178
-590.323535,90,3.782332
-83.884385,91,3.841586
17.99701,84,3.910082
-148.882299,65,3.958631
-623.629865,120,4.057633
-457.457403,74,4.108493
-288.583722,94,4.183166
-560.086162,97,4.256982
-91.413786,77,4.30928
-307.565719,86,4.384779
-562.204391,80,4.441821
-105.473275,66,4.494277
-523.272364,93,4.557626
-59.397152,108,4.64162
-316.338454,116,4.728566
-254.959797,101,4.80818
-496.631864,88,4.875066
-132.268463,56,4.910708
-754.871079,88,4.974827
-138.187716,96,5.041584
-148.499622,70,5.107641
-302.145238,83,5.15823
-185.345893,140,5.27507
-472.580008,69,5.326384
-227.542593,100,5.401124
-90.181676,79,5.458482
-396.357154,122,5.544416
-564.980351,116,5.626431
-213.475945,63,5.675201
-336.145864,101,5.75859
-203.690305,115,5.841682
-245.699229,82,5.909665
-341.999415,88,5.975002
-150.214392,86,6.041528
-375.95026,81,6.105894
-81.141335,70,6.158468
-229.219713,74,6.2083
-41.153516,134,6.308383
-163.108181,71,6.373387
-183.110081,115,6.459033
-100.381865,75,6.507699
-449.550689,116,6.593975
-363.670512,104,6.675051
-187.244508,67,6.725048
-297.627975,96,6.810707
-247.839128,120,6.90104
-185.354084,79,6.958313
-126.057269,79,7.010777
-338.378111,87,7.075166
-310.289958,85,7.142987
-135.476591,78,7.208208
-98.47537,68,7.258505
-506.285072,110,7.344024
-54.74748,66,7.398194
-94.101857,63,8.415834
-271.966591,86,8.478602
-298.197195,92,8.547239
-135.929814,67,8.59965
-277.837417,81,8.660412
-302.978202,80,8.720615
-265.127351,113,8.805431
-406.16216,91,8.874076
-273.108436,98,8.947725
-296.603917,102,9.024283
-211.711174,81,9.085094
-128.356216,109,9.168385
-329.378578,83,9.228953
-241.697684,79,9.290067
-217.090571,108,9.370671
-257.088052,75,9.426911
-413.344691,92,9.494677
-361.652254,93,9.561915
-267.893909,100,9.636548
-160.090413,54,9.685038
-45.788414,119,9.810412
-90.820488,59,9.858244
-496.201281,89,9.925073
-270.170441,74,9.982929
-75.22672,65,10.031063
-215.464662,99,10.107478
-504.337885,77,10.166345
-47.044321,68,10.218426
-344.354558,101,10.294487
-250.347247,91,10.364265
-90.613674,84,10.429333
-242.950986,84,10.492174
-412.06564,117,10.580045
-72.137511,96,10.654108
-154.657122,91,10.724273
-103.272144,67,10.776994
-425.795171,80,10.836915
-81.96667,117,10.92504
-84.193982,60,10.970661
-240.788911,60,11.01619
-196.690709,72,11.07235
-381.861622,77,11.131003
-521.860539,114,11.220504
-533.098835,72,11.274894
-74.145925,81,11.337058
-136.739401,95,11.410709
-161.362146,66,11.461938
-116.854112,67,11.51273
-219.726754,80,11.575919
-94.468829,68,11.628429
-170.95059,60,11.67325
-410.713329,103,11.751711
-99.117991,88,11.820287
-176.087639,85,11.884956
-215.406073,105,11.96427
-251.576197,125,12.060375
-381.412009,71,12.114279
-417.28461,104,12.195451
-97.979447,77,12.255679
-361.208031,111,12.339022
-226.112525,110,12.424607
-456.556002,105,12.503684
-0.774756,138,12.610483
-328.948089,74,12.66628
-161.820549,92,12.737859
-194.864083,117,12.825034
-202.563852,90,12.893931
-483.668714,119,12.982791
-233.15384,143,13.090043
-158.721293,66,13.141718
-148.200636,81,13.201453
-119.072194,62,13.249708
-81.357244,73,13.304724
-111.278447,77,13.362307
-175.523491,65,13.409877
-229.869018,69,13.463973
-261.39126,70,13.513879
-340.864039,107,13.595135
-425.485839,101,13.672423
-657.762236,110,13.758656
-392.960876,130,13.859634
